,Country,Climate,HouseType,RennovationDegree,Number
760,GB,ENG,MFH,003,GB.ENG.MFH.03.Gen.ReEx.001.003
761,GB,ENG,MFH,001,GB.ENG.MFH.04.Gen.ReEx.001.001
762,GB,ENG,MFH,002,GB.ENG.MFH.04.Gen.ReEx.001.002
763,GB,ENG,MFH,003,GB.ENG.MFH.04.Gen.ReEx.001.003
764,GB,ENG,MFH,001,GB.ENG.MFH.05.Gen.ReEx.001.001
765,GB,ENG,MFH,002,GB.ENG.MFH.05.Gen.ReEx.001.002
766,GB,ENG,MFH,003,GB.ENG.MFH.05.Gen.ReEx.001.003
767,GB,ENG,MFH,001,GB.ENG.MFH.06.Gen.ReEx.001.001
768,GB,ENG,MFH,002,GB.ENG.MFH.06.Gen.ReEx.001.002
769,GB,ENG,MFH,003,GB.ENG.MFH.06.Gen.ReEx.001.003
770,GB,ENG,MFH,001,GB.ENG.MFH.07.Gen.ReEx.001.001
771,GB,ENG,MFH,002,GB.ENG.MFH.07.Gen.ReEx.001.002
772,GB,ENG,MFH,003,GB.ENG.MFH.07.Gen.ReEx.001.003
773,GB,ENG,MFH,001,GB.ENG.MFH.08.Gen.ReEx.001.001
774,GB,ENG,MFH,002,GB.ENG.MFH.08.Gen.ReEx.001.002
775,GB,ENG,MFH,003,GB.ENG.MFH.08.Gen.ReEx.001.003
776,GB,ENG,SFH,001,GB.ENG.SFH.01.Gen.ReEx.001.001
777,GB,ENG,SFH,002,GB.ENG.SFH.01.Gen.ReEx.001.002
778,GB,ENG,SFH,003,GB.ENG.SFH.01.Gen.ReEx.001.003
779,GB,ENG,SFH,001,GB.ENG.SFH.02.Gen.ReEx.001.001
780,GB,ENG,SFH,002,GB.ENG.SFH.02.Gen.ReEx.001.002
781,GB,ENG,SFH,003,GB.ENG.SFH.02.Gen.ReEx.001.003
782,GB,ENG,SFH,001,GB.ENG.SFH.03.Gen.ReEx.001.001
783,GB,ENG,SFH,002,GB.ENG.SFH.03.Gen.ReEx.001.002
784,GB,ENG,SFH,003,GB.ENG.SFH.03.Gen.ReEx.001.003
785,GB,ENG,SFH,001,GB.ENG.SFH.04.Gen.ReEx.001.001
786,GB,ENG,SFH,002,GB.ENG.SFH.04.Gen.ReEx.001.002
787,GB,ENG,SFH,003,GB.ENG.SFH.04.Gen.ReEx.001.003
788,GB,ENG,SFH,001,GB.ENG.SFH.05.Gen.ReEx.001.001
789,GB,ENG,SFH,002,GB.ENG.SFH.05.Gen.ReEx.001.002
790,GB,ENG,SFH,003,GB.ENG.SFH.05.Gen.ReEx.001.003
791,GB,ENG,SFH,001,GB.ENG.SFH.06.Gen.ReEx.001.001
792,GB,ENG,SFH,002,GB.ENG.SFH.06.Gen.ReEx.001.002
793,GB,ENG,SFH,003,GB.ENG.SFH.06.Gen.ReEx.001.003
794,GB,ENG,SFH,001,GB.ENG.SFH.07.Gen.ReEx.001.001
795,GB,ENG,SFH,002,GB.ENG.SFH.07.Gen.ReEx.001.002
796,GB,ENG,SFH,003,GB.ENG.SFH.07.Gen.ReEx.001.003
797,GB,ENG,SFH,001,GB.ENG.SFH.08.Gen.ReEx.001.001
798,GB,ENG,SFH,002,GB.ENG.SFH.08.Gen.ReEx.001.002
799,GB,ENG,SFH,003,GB.ENG.SFH.08.Gen.ReEx.001.003
800,GB,ENG,TH,001,GB.ENG.TH.01.Gen.ReEx.001.001
801,GB,ENG,TH,002,GB.ENG.TH.01.Gen.ReEx.001.002
802,GB,ENG,TH,003,GB.ENG.TH.01.Gen.ReEx.001.003
803,GB,ENG,TH,001,GB.ENG.TH.02.Gen.ReEx.001.001
804,GB,ENG,TH,002,GB.ENG.TH.02.Gen.ReEx.001.002
805,GB,ENG,TH,003,GB.ENG.TH.02.Gen.ReEx.001.003
806,GB,ENG,TH,001,GB.ENG.TH.03.Gen.ReEx.001.001
807,GB,ENG,TH,002,GB.ENG.TH.03.Gen.ReEx.001.002
808,GB,ENG,TH,003,GB.ENG.TH.03.Gen.ReEx.001.003
809,GB,ENG,TH,001,GB.ENG.TH.04.Gen.ReEx.001.001
810,GB,ENG,TH,002,GB.ENG.TH.04.Gen.ReEx.001.002
811,GB,ENG,TH,003,GB.ENG.TH.04.Gen.ReEx.001.003
812,GB,ENG,TH,001,GB.ENG.TH.05.Gen.ReEx.001.001
813,GB,ENG,TH,002,GB.ENG.TH.05.Gen.ReEx.001.002
814,GB,ENG,TH,003,GB.ENG.TH.05.Gen.ReEx.001.003
815,GB,ENG,TH,001,GB.ENG.TH.06.Gen.ReEx.001.001
816,GB,ENG,TH,002,GB.ENG.TH.06.Gen.ReEx.001.002
817,GB,ENG,TH,003,GB.ENG.TH.06.Gen.ReEx.001.003
818,GB,ENG,TH,001,GB.ENG.TH.07.Gen.ReEx.001.001
819,GB,ENG,TH,002,GB.ENG.TH.07.Gen.ReEx.001.002
820,GB,ENG,TH,003,GB.ENG.TH.07.Gen.ReEx.001.003
821,GB,ENG,TH,001,GB.ENG.TH.08.Gen.ReEx.001.001
822,GB,ENG,TH,002,GB.ENG.TH.08.Gen.ReEx.001.002
823,GB,ENG,TH,003,GB.ENG.TH.08.Gen.ReEx.001.003
824,GR,ZoneB,MFH,001,GR.ZoneB.MFH.01.Gen.ReEx.001.001
825,GR,ZoneB,MFH,002,GR.ZoneB.MFH.01.Gen.ReEx.001.002
826,GR,ZoneB,MFH,003,GR.ZoneB.MFH.01.Gen.ReEx.001.003
827,GR,ZoneB,MFH,001,GR.ZoneB.MFH.02.Gen.ReEx.001.001
828,GR,ZoneB,MFH,002,GR.ZoneB.MFH.02.Gen.ReEx.001.002
829,GR,ZoneB,MFH,003,GR.ZoneB.MFH.02.Gen.ReEx.001.003
830,GR,ZoneB,MFH,001,GR.ZoneB.MFH.03.Gen.ReEx.001.001
831,GR,ZoneB,MFH,002,GR.ZoneB.MFH.03.Gen.ReEx.001.002
832,GR,ZoneB,MFH,003,GR.ZoneB.MFH.03.Gen.ReEx.001.003
833,GR,ZoneB,MFH,001,GR.ZoneB.MFH.04.Gen.ReEx.001.001
834,GR,ZoneB,MFH,002,GR.ZoneB.MFH.04.Gen.ReEx.001.002
835,GR,ZoneB,MFH,003,GR.ZoneB.MFH.04.Gen.ReEx.001.003
836,GR,ZoneB,SFH,001,GR.ZoneB.SFH.01.Gen.ReEx.001.001
837,GR,ZoneB,SFH,002,GR.ZoneB.SFH.01.Gen.ReEx.001.002
838,GR,ZoneB,SFH,003,GR.ZoneB.SFH.01.Gen.ReEx.001.003
839,GR,ZoneB,SFH,001,GR.ZoneB.SFH.02.Gen.ReEx.001.001
840,GR,ZoneB,SFH,002,GR.ZoneB.SFH.02.Gen.ReEx.001.002
841,GR,ZoneB,SFH,003,GR.ZoneB.SFH.02.Gen.ReEx.001.003
842,GR,ZoneB,SFH,001,GR.ZoneB.SFH.03.Gen.ReEx.001.001
843,GR,ZoneB,SFH,002,GR.ZoneB.SFH.03.Gen.ReEx.001.002
844,GR,ZoneB,SFH,003,GR.ZoneB.SFH.03.Gen.ReEx.001.003
845,GR,ZoneB,SFH,001,GR.ZoneB.SFH.04.Gen.ReEx.001.001
846,GR,ZoneB,SFH,002,GR.ZoneB.SFH.04.Gen.ReEx.001.002
847,GR,ZoneB,SFH,003,GR.ZoneB.SFH.04.Gen.ReEx.001.003
848,HU,N,AB,001,HU.N.AB.05.Gen.ReEx.001.001
849,HU,N,AB,002,HU.N.AB.05.Gen.ReEx.001.002
850,HU,N,AB,003,HU.N.AB.05.Gen.ReEx.001.003
851,HU,N,MFH,001,HU.N.MFH.01.Gen.ReEx.001.001
852,HU,N,MFH,002,HU.N.MFH.01.Gen.ReEx.001.002
853,HU,N,MFH,003,HU.N.MFH.01.Gen.ReEx.001.003
854,HU,N,MFH,001,HU.N.MFH.02.Gen.ReEx.001.001
855,HU,N,MFH,002,HU.N.MFH.02.Gen.ReEx.001.002
856,HU,N,MFH,003,HU.N.MFH.02.Gen.ReEx.001.003
857,HU,N,MFH,001,HU.N.MFH.03.Gen.ReEx.001.001
858,HU,N,MFH,002,HU.N.MFH.03.Gen.ReEx.001.002
859,HU,N,MFH,003,HU.N.MFH.03.Gen.ReEx.001.003
860,HU,N,MFH,001,HU.N.MFH.04.Gen.ReEx.001.001
861,HU,N,MFH,002,HU.N.MFH.04.Gen.ReEx.001.002
862,HU,N,MFH,003,HU.N.MFH.04.Gen.ReEx.001.003
863,HU,N,MFH,001,HU.N.MFH.05.Gen.ReEx.001.001
864,HU,N,MFH,002,HU.N.MFH.05.Gen.ReEx.001.002
865,HU,N,MFH,003,HU.N.MFH.05.Gen.ReEx.001.003
866,HU,N,SFH,001,HU.N.SFH.01.Gen.ReEx.001.001
867,HU,N,SFH,002,HU.N.SFH.01.Gen.ReEx.001.002
868,HU,N,SFH,003,HU.N.SFH.01.Gen.ReEx.001.003
869,HU,N,SFH,001,HU.N.SFH.02.Gen.ReEx.001.001
870,HU,N,SFH,002,HU.N.SFH.02.Gen.ReEx.001.002
871,HU,N,SFH,003,HU.N.SFH.02.Gen.ReEx.001.003
872,HU,N,SFH,001,HU.N.SFH.03.Gen.ReEx.001.001
873,HU,N,SFH,002,HU.N.SFH.03.Gen.ReEx.001.002
874,HU,N,SFH,003,HU.N.SFH.03.Gen.ReEx.001.003
875,HU,N,SFH,001,HU.N.SFH.04.Gen.ReEx.001.001
876,HU,N,SFH,002,HU.N.SFH.04.Gen.ReEx.001.002
877,HU,N,SFH,003,HU.N.SFH.04.Gen.ReEx.001.003
878,HU,N,SFH,001,HU.N.SFH.05.Gen.ReEx.001.001
879,HU,N,SFH,002,HU.N.SFH.05.Gen.ReEx.001.002
880,HU,N,SFH,003,HU.N.SFH.05.Gen.ReEx.001.003
881,IE,N,AB,001,IE.N.AB.04.Gen.ReEx.001.001
882,IE,N,AB,002,IE.N.AB.04.Gen.ReEx.001.002
883,IE,N,AB,003,IE.N.AB.04.Gen.ReEx.001.003
884,IE,N,AB,001,IE.N.AB.06.Gen.ReEx.001.001
885,IE,N,AB,002,IE.N.AB.06.Gen.ReEx.001.002
886,IE,N,AB,003,IE.N.AB.06.Gen.ReEx.001.003
887,IE,N,AB,001,IE.N.AB.07.Gen.ReEx.001.001
888,IE,N,AB,002,IE.N.AB.07.Gen.ReEx.001.002
889,IE,N,AB,003,IE.N.AB.07.Gen.ReEx.001.003
890,IE,N,AB,001,IE.N.AB.08.Gen.ReEx.001.001
891,IE,N,AB,002,IE.N.AB.08.Gen.ReEx.001.002
892,IE,N,AB,003,IE.N.AB.08.Gen.ReEx.001.003
893,IE,N,AB,001,IE.N.AB.09.Gen.ReEx.001.001
894,IE,N,AB,002,IE.N.AB.09.Gen.ReEx.001.002
895,IE,N,AB,003,IE.N.AB.09.Gen.ReEx.001.003
896,IE,N,AB,001,IE.N.AB.10.Gen.ReEx.001.001
897,IE,N,AB,003,IE.N.AB.10.Gen.ReEx.001.003
898,IE,N,SFH,001,IE.N.SFH.01.Gen.ReEx.001.001
899,IE,N,SFH,002,IE.N.SFH.01.Gen.ReEx.001.002
900,IE,N,SFH,003,IE.N.SFH.01.Gen.ReEx.001.003
901,IE,N,SFH,001,IE.N.SFH.02.Gen.ReEx.001.001
902,IE,N,SFH,002,IE.N.SFH.02.Gen.ReEx.001.002
903,IE,N,SFH,003,IE.N.SFH.02.Gen.ReEx.001.003
904,IE,N,SFH,001,IE.N.SFH.03.Gen.ReEx.001.001
905,IE,N,SFH,002,IE.N.SFH.03.Gen.ReEx.001.002
906,IE,N,SFH,003,IE.N.SFH.03.Gen.ReEx.001.003
907,IE,N,SFH,001,IE.N.SFH.04.Gen.ReEx.001.001
908,IE,N,SFH,002,IE.N.SFH.04.Gen.ReEx.001.002
909,IE,N,SFH,003,IE.N.SFH.04.Gen.ReEx.001.003
910,IE,N,SFH,001,IE.N.SFH.05.Gen.ReEx.001.001
911,IE,N,SFH,002,IE.N.SFH.05.Gen.ReEx.001.002
912,IE,N,SFH,003,IE.N.SFH.05.Gen.ReEx.001.003
913,IE,N,SFH,001,IE.N.SFH.06.Gen.ReEx.001.001
914,IE,N,SFH,002,IE.N.SFH.06.Gen.ReEx.001.002
915,IE,N,SFH,003,IE.N.SFH.06.Gen.ReEx.001.003
916,IE,N,SFH,001,IE.N.SFH.07.Gen.ReEx.001.001
917,IE,N,SFH,002,IE.N.SFH.07.Gen.ReEx.001.002
918,IE,N,SFH,003,IE.N.SFH.07.Gen.ReEx.001.003
919,IE,N,SFH,001,IE.N.SFH.08.Gen.ReEx.001.001
920,IE,N,SFH,002,IE.N.SFH.08.Gen.ReEx.001.002
921,IE,N,SFH,003,IE.N.SFH.08.Gen.ReEx.001.003
922,IE,N,SFH,001,IE.N.SFH.09.Gen.ReEx.001.001
923,IE,N,SFH,002,IE.N.SFH.09.Gen.ReEx.001.002
924,IE,N,SFH,003,IE.N.SFH.09.Gen.ReEx.001.003
925,IE,N,SFH,001,IE.N.SFH.10.Gen.ReEx.001.001
926,IE,N,SFH,003,IE.N.SFH.10.Gen.ReEx.001.003
927,IE,N,TH,001,IE.N.TH.01.Gen.ReEx.001.001
928,IE,N,TH,002,IE.N.TH.01.Gen.ReEx.001.002
929,IE,N,TH,003,IE.N.TH.01.Gen.ReEx.001.003
930,IE,N,TH,001,IE.N.TH.02.Gen.ReEx.001.001
931,IE,N,TH,002,IE.N.TH.02.Gen.ReEx.001.002
932,IE,N,TH,003,IE.N.TH.02.Gen.ReEx.001.003
933,IE,N,TH,001,IE.N.TH.03.Gen.ReEx.001.001
934,IE,N,TH,002,IE.N.TH.03.Gen.ReEx.001.002
935,IE,N,TH,003,IE.N.TH.03.Gen.ReEx.001.003
936,IE,N,TH,001,IE.N.TH.04.Gen.ReEx.001.001
937,IE,N,TH,002,IE.N.TH.04.Gen.ReEx.001.002
938,IE,N,TH,003,IE.N.TH.04.Gen.ReEx.001.003
939,IE,N,TH,001,IE.N.TH.05.Gen.ReEx.001.001
940,IE,N,TH,002,IE.N.TH.05.Gen.ReEx.001.002
941,IE,N,TH,003,IE.N.TH.05.Gen.ReEx.001.003
942,IE,N,TH,001,IE.N.TH.06.Gen.ReEx.001.001
943,IE,N,TH,002,IE.N.TH.06.Gen.ReEx.001.002
944,IE,N,TH,003,IE.N.TH.06.Gen.ReEx.001.003
945,IE,N,TH,001,IE.N.TH.07.Gen.ReEx.001.001
946,IE,N,TH,002,IE.N.TH.07.Gen.ReEx.001.002
947,IE,N,TH,003,IE.N.TH.07.Gen.ReEx.001.003
948,IE,N,TH,001,IE.N.TH.08.Gen.ReEx.001.001
949,IE,N,TH,002,IE.N.TH.08.Gen.ReEx.001.002
950,IE,N,TH,003,IE.N.TH.08.Gen.ReEx.001.003
951,IE,N,TH,001,IE.N.TH.09.Gen.ReEx.001.001
952,IE,N,TH,002,IE.N.TH.09.Gen.ReEx.001.002
953,IE,N,TH,003,IE.N.TH.09.Gen.ReEx.001.003
954,IT,MidClim,AB,001,IT.MidClim.AB.01.Gen.ReEx.001.001
955,IT,MidClim,AB,002,IT.MidClim.AB.01.Gen.ReEx.001.002
956,IT,MidClim,AB,003,IT.MidClim.AB.01.Gen.ReEx.001.003
957,IT,MidClim,AB,001,IT.MidClim.AB.02.Gen.ReEx.001.001
958,IT,MidClim,AB,002,IT.MidClim.AB.02.Gen.ReEx.001.002
959,IT,MidClim,AB,003,IT.MidClim.AB.02.Gen.ReEx.001.003
960,IT,MidClim,AB,001,IT.MidClim.AB.03.Gen.ReEx.001.001
961,IT,MidClim,AB,002,IT.MidClim.AB.03.Gen.ReEx.001.002
962,IT,MidClim,AB,003,IT.MidClim.AB.03.Gen.ReEx.001.003
963,IT,MidClim,AB,001,IT.MidClim.AB.04.Gen.ReEx.001.001
964,IT,MidClim,AB,002,IT.MidClim.AB.04.Gen.ReEx.001.002
965,IT,MidClim,AB,003,IT.MidClim.AB.04.Gen.ReEx.001.003
966,IT,MidClim,AB,001,IT.MidClim.AB.05.Gen.ReEx.001.001
967,IT,MidClim,AB,002,IT.MidClim.AB.05.Gen.ReEx.001.002
968,IT,MidClim,AB,003,IT.MidClim.AB.05.Gen.ReEx.001.003
969,IT,MidClim,AB,001,IT.MidClim.AB.06.Gen.ReEx.001.001
970,IT,MidClim,AB,002,IT.MidClim.AB.06.Gen.ReEx.001.002
971,IT,MidClim,AB,003,IT.MidClim.AB.06.Gen.ReEx.001.003
972,IT,MidClim,AB,001,IT.MidClim.AB.07.Gen.ReEx.001.001
973,IT,MidClim,AB,002,IT.MidClim.AB.07.Gen.ReEx.001.002
974,IT,MidClim,AB,003,IT.MidClim.AB.07.Gen.ReEx.001.003
975,IT,MidClim,AB,001,IT.MidClim.AB.08.Gen.ReEx.001.001
976,IT,MidClim,AB,002,IT.MidClim.AB.08.Gen.ReEx.001.002
977,IT,MidClim,AB,003,IT.MidClim.AB.08.Gen.ReEx.001.003
978,IT,MidClim,MFH,001,IT.MidClim.MFH.01.Gen.ReEx.001.001
979,IT,MidClim,MFH,002,IT.MidClim.MFH.01.Gen.ReEx.001.002
980,IT,MidClim,MFH,003,IT.MidClim.MFH.01.Gen.ReEx.001.003
981,IT,MidClim,MFH,001,IT.MidClim.MFH.02.Gen.ReEx.001.001
982,IT,MidClim,MFH,002,IT.MidClim.MFH.02.Gen.ReEx.001.002
983,IT,MidClim,MFH,003,IT.MidClim.MFH.02.Gen.ReEx.001.003
984,IT,MidClim,MFH,001,IT.MidClim.MFH.03.Gen.ReEx.001.001
985,IT,MidClim,MFH,002,IT.MidClim.MFH.03.Gen.ReEx.001.002
986,IT,MidClim,MFH,003,IT.MidClim.MFH.03.Gen.ReEx.001.003
987,IT,MidClim,MFH,001,IT.MidClim.MFH.04.Gen.ReEx.001.001
988,IT,MidClim,MFH,002,IT.MidClim.MFH.04.Gen.ReEx.001.002
989,IT,MidClim,MFH,003,IT.MidClim.MFH.04.Gen.ReEx.001.003
990,IT,MidClim,MFH,001,IT.MidClim.MFH.05.Gen.ReEx.001.001
991,IT,MidClim,MFH,002,IT.MidClim.MFH.05.Gen.ReEx.001.002
992,IT,MidClim,MFH,003,IT.MidClim.MFH.05.Gen.ReEx.001.003
993,IT,MidClim,MFH,001,IT.MidClim.MFH.06.Gen.ReEx.001.001
994,IT,MidClim,MFH,002,IT.MidClim.MFH.06.Gen.ReEx.001.002
995,IT,MidClim,MFH,003,IT.MidClim.MFH.06.Gen.ReEx.001.003
996,IT,MidClim,MFH,001,IT.MidClim.MFH.07.Gen.ReEx.001.001
997,IT,MidClim,MFH,002,IT.MidClim.MFH.07.Gen.ReEx.001.002
998,IT,MidClim,MFH,003,IT.MidClim.MFH.07.Gen.ReEx.001.003
999,IT,MidClim,MFH,001,IT.MidClim.MFH.08.Gen.ReEx.001.001
1000,IT,MidClim,MFH,002,IT.MidClim.MFH.08.Gen.ReEx.001.002
1001,IT,MidClim,MFH,003,IT.MidClim.MFH.08.Gen.ReEx.001.003
1002,IT,MidClim,SFH,001,IT.MidClim.SFH.01.Gen.ReEx.001.001
1003,IT,MidClim,SFH,002,IT.MidClim.SFH.01.Gen.ReEx.001.002
1004,IT,MidClim,SFH,003,IT.MidClim.SFH.01.Gen.ReEx.001.003
1005,IT,MidClim,SFH,001,IT.MidClim.SFH.02.Gen.ReEx.001.001
1006,IT,MidClim,SFH,002,IT.MidClim.SFH.02.Gen.ReEx.001.002
1007,IT,MidClim,SFH,003,IT.MidClim.SFH.02.Gen.ReEx.001.003
1008,IT,MidClim,SFH,001,IT.MidClim.SFH.03.Gen.ReEx.001.001
1009,IT,MidClim,SFH,002,IT.MidClim.SFH.03.Gen.ReEx.001.002
1010,IT,MidClim,SFH,003,IT.MidClim.SFH.03.Gen.ReEx.001.003
1011,IT,MidClim,SFH,001,IT.MidClim.SFH.04.Gen.ReEx.001.001
1012,IT,MidClim,SFH,002,IT.MidClim.SFH.04.Gen.ReEx.001.002
1013,IT,MidClim,SFH,003,IT.MidClim.SFH.04.Gen.ReEx.001.003
1014,IT,MidClim,SFH,001,IT.MidClim.SFH.05.Gen.ReEx.001.001
1015,IT,MidClim,SFH,002,IT.MidClim.SFH.05.Gen.ReEx.001.002
1016,IT,MidClim,SFH,003,IT.MidClim.SFH.05.Gen.ReEx.001.003
1017,IT,MidClim,SFH,001,IT.MidClim.SFH.06.Gen.ReEx.001.001
1018,IT,MidClim,SFH,002,IT.MidClim.SFH.06.Gen.ReEx.001.002
1019,IT,MidClim,SFH,003,IT.MidClim.SFH.06.Gen.ReEx.001.003
1020,IT,MidClim,SFH,001,IT.MidClim.SFH.07.Gen.ReEx.001.001
1021,IT,MidClim,SFH,002,IT.MidClim.SFH.07.Gen.ReEx.001.002
1022,IT,MidClim,SFH,003,IT.MidClim.SFH.07.Gen.ReEx.001.003
1023,IT,MidClim,SFH,001,IT.MidClim.SFH.08.Gen.ReEx.001.001
1024,IT,MidClim,SFH,002,IT.MidClim.SFH.08.Gen.ReEx.001.002
1025,IT,MidClim,SFH,003,IT.MidClim.SFH.08.Gen.ReEx.001.003
1026,IT,MidClim,TH,001,IT.MidClim.TH.01.Gen.ReEx.001.001
1027,IT,MidClim,TH,002,IT.MidClim.TH.01.Gen.ReEx.001.002
1028,IT,MidClim,TH,003,IT.MidClim.TH.01.Gen.ReEx.001.003
1029,IT,MidClim,TH,001,IT.MidClim.TH.02.Gen.ReEx.001.001
1030,IT,MidClim,TH,002,IT.MidClim.TH.02.Gen.ReEx.001.002
1031,IT,MidClim,TH,003,IT.MidClim.TH.02.Gen.ReEx.001.003
1032,IT,MidClim,TH,001,IT.MidClim.TH.03.Gen.ReEx.001.001
1033,IT,MidClim,TH,002,IT.MidClim.TH.03.Gen.ReEx.001.002
1034,IT,MidClim,TH,003,IT.MidClim.TH.03.Gen.ReEx.001.003
1035,IT,MidClim,TH,001,IT.MidClim.TH.04.Gen.ReEx.001.001
1036,IT,MidClim,TH,002,IT.MidClim.TH.04.Gen.ReEx.001.002
1037,IT,MidClim,TH,003,IT.MidClim.TH.04.Gen.ReEx.001.003
1038,IT,MidClim,TH,001,IT.MidClim.TH.05.Gen.ReEx.001.001
1039,IT,MidClim,TH,002,IT.MidClim.TH.05.Gen.ReEx.001.002
1040,IT,MidClim,TH,003,IT.MidClim.TH.05.Gen.ReEx.001.003
1041,IT,MidClim,TH,001,IT.MidClim.TH.06.Gen.ReEx.001.001
1042,IT,MidClim,TH,002,IT.MidClim.TH.06.Gen.ReEx.001.002
1043,IT,MidClim,TH,003,IT.MidClim.TH.06.Gen.ReEx.001.003
1044,IT,MidClim,TH,001,IT.MidClim.TH.07.Gen.ReEx.001.001
1045,IT,MidClim,TH,002,IT.MidClim.TH.07.Gen.ReEx.001.002
1046,IT,MidClim,TH,003,IT.MidClim.TH.07.Gen.ReEx.001.003
1047,IT,MidClim,TH,001,IT.MidClim.TH.08.Gen.ReEx.001.001
1048,IT,MidClim,TH,002,IT.MidClim.TH.08.Gen.ReEx.001.002
1049,IT,MidClim,TH,003,IT.MidClim.TH.08.Gen.ReEx.001.003
1050,NL,N,AB,001,NL.N.AB.01.Gen.ReEx.001.001
1051,NL,N,AB,002,NL.N.AB.01.Gen.ReEx.001.002
1052,NL,N,AB,003,NL.N.AB.01.Gen.ReEx.001.003
1053,NL,N,AB,001,NL.N.AB.02.Gen.ReEx.001.001
1054,NL,N,AB,002,NL.N.AB.02.Gen.ReEx.001.002
1055,NL,N,AB,003,NL.N.AB.02.Gen.ReEx.001.003
1056,NL,N,AB,001,NL.N.AB.03.Gen.ReEx.001.001
1057,NL,N,AB,002,NL.N.AB.03.Gen.ReEx.001.002
1058,NL,N,AB,003,NL.N.AB.03.Gen.ReEx.001.003
1059,NL,N,AB,001,NL.N.AB.04.Gen.ReEx.001.001
1060,NL,N,AB,002,NL.N.AB.04.Gen.ReEx.001.002
1061,NL,N,AB,003,NL.N.AB.04.Gen.ReEx.001.003
1062,NL,N,AB,001,NL.N.AB.05.Gen.ReEx.001.001
1063,NL,N,AB,002,NL.N.AB.05.Gen.ReEx.001.002
1064,NL,N,AB,003,NL.N.AB.05.Gen.ReEx.001.003
1065,NL,N,AB,001,NL.N.AB.06.Gen.ReEx.001.001
1066,NL,N,AB,003,NL.N.AB.06.Gen.ReEx.001.003
1067,NL,N,MFH,001,NL.N.MFH.01.Gen.ReEx.001.001
1068,NL,N,MFH,002,NL.N.MFH.01.Gen.ReEx.001.002
1069,NL,N,MFH,003,NL.N.MFH.01.Gen.ReEx.001.003
1070,NL,N,MFH,001,NL.N.MFH.02.Gen.ReEx.001.001
1071,NL,N,MFH,002,NL.N.MFH.02.Gen.ReEx.001.002
1072,NL,N,MFH,003,NL.N.MFH.02.Gen.ReEx.001.003
1073,NL,N,MFH,001,NL.N.MFH.03.Gen.ReEx.001.001
1074,NL,N,MFH,002,NL.N.MFH.03.Gen.ReEx.001.002
1075,NL,N,MFH,003,NL.N.MFH.03.Gen.ReEx.001.003
1076,NL,N,MFH,001,NL.N.MFH.04.Gen.ReEx.001.001
1077,NL,N,MFH,002,NL.N.MFH.04.Gen.ReEx.001.002
1078,NL,N,MFH,003,NL.N.MFH.04.Gen.ReEx.001.003
1079,NL,N,MFH,001,NL.N.MFH.05.Gen.ReEx.001.001
1080,NL,N,MFH,002,NL.N.MFH.05.Gen.ReEx.001.002
1081,NL,N,MFH,003,NL.N.MFH.05.Gen.ReEx.001.003
1082,NL,N,MFH,001,NL.N.MFH.06.Gen.ReEx.001.001
1083,NL,N,MFH,003,NL.N.MFH.06.Gen.ReEx.001.003
1084,NL,N,SFH,001,NL.N.SFH.01.Gen.ReEx.001.001
1085,NL,N,SFH,002,NL.N.SFH.01.Gen.ReEx.001.002
1086,NL,N,SFH,003,NL.N.SFH.01.Gen.ReEx.001.003
1087,NL,N,SFH,001,NL.N.SFH.02.Gen.ReEx.001.001
1088,NL,N,SFH,002,NL.N.SFH.02.Gen.ReEx.001.002
1089,NL,N,SFH,003,NL.N.SFH.02.Gen.ReEx.001.003
1090,NL,N,SFH,001,NL.N.SFH.03.Gen.ReEx.001.001
1091,NL,N,SFH,002,NL.N.SFH.03.Gen.ReEx.001.002
1092,NL,N,SFH,003,NL.N.SFH.03.Gen.ReEx.001.003
1093,NL,N,SFH,001,NL.N.SFH.04.Gen.ReEx.001.001
1094,NL,N,SFH,002,NL.N.SFH.04.Gen.ReEx.001.002
1095,NL,N,SFH,003,NL.N.SFH.04.Gen.ReEx.001.003
1096,NL,N,SFH,001,NL.N.SFH.05.Gen.ReEx.001.001
1097,NL,N,SFH,002,NL.N.SFH.05.Gen.ReEx.001.002
1098,NL,N,SFH,003,NL.N.SFH.05.Gen.ReEx.001.003
1099,NL,N,SFH,001,NL.N.SFH.06.Gen.ReEx.001.001
1100,NL,N,SFH,003,NL.N.SFH.06.Gen.ReEx.001.003
1101,NL,N,TH,001,NL.N.TH.01.Gen.ReEx.001.001
1102,NL,N,TH,002,NL.N.TH.01.Gen.ReEx.001.002
1103,NL,N,TH,003,NL.N.TH.01.Gen.ReEx.001.003
1104,NL,N,TH,001,NL.N.TH.02.Gen.ReEx.001.001
1105,NL,N,TH,002,NL.N.TH.02.Gen.ReEx.001.002
1106,NL,N,TH,003,NL.N.TH.02.Gen.ReEx.001.003
1107,NL,N,TH,001,NL.N.TH.03.Gen.ReEx.001.001
1108,NL,N,TH,002,NL.N.TH.03.Gen.ReEx.001.002
1109,NL,N,TH,003,NL.N.TH.03.Gen.ReEx.001.003
1110,NL,N,TH,001,NL.N.TH.04.Gen.ReEx.001.001
1111,NL,N,TH,002,NL.N.TH.04.Gen.ReEx.001.002
1112,NL,N,TH,003,NL.N.TH.04.Gen.ReEx.001.003
1113,NL,N,TH,001,NL.N.TH.05.Gen.ReEx.001.001
1114,NL,N,TH,002,NL.N.TH.05.Gen.ReEx.001.002
