,Country,Climate,HouseType,RennovationDegree,Number
378,DE,N,MFH,002,DE.N.MFH.08.Gen.ReEx.001.002
379,DE,N,MFH,003,DE.N.MFH.08.Gen.ReEx.001.003
380,DE,N,MFH,001,DE.N.MFH.09.Gen.ReEx.001.001
381,DE,N,MFH,002,DE.N.MFH.09.Gen.ReEx.001.002
382,DE,N,MFH,003,DE.N.MFH.09.Gen.ReEx.001.003
383,DE,N,MFH,001,DE.N.MFH.10.Gen.ReEx.001.001
384,DE,N,MFH,002,DE.N.MFH.10.Gen.ReEx.001.002
385,DE,N,MFH,003,DE.N.MFH.10.Gen.ReEx.001.003
386,DE,N,MFH,001,DE.N.MFH.11.Gen.ReEx.001.001
387,DE,N,MFH,002,DE.N.MFH.11.Gen.ReEx.001.002
388,DE,N,MFH,003,DE.N.MFH.11.Gen.ReEx.001.003
389,DE,N,MFH,001,DE.N.MFH.12.Gen.ReEx.001.001
390,DE,N,MFH,002,DE.N.MFH.12.Gen.ReEx.001.002
391,DE,N,MFH,003,DE.N.MFH.12.Gen.ReEx.001.003
392,DE,N,SFH,001,DE.N.SFH.01.Gen.ReEx.001.001
393,DE,N,SFH,002,DE.N.SFH.01.Gen.ReEx.001.002
394,DE,N,SFH,003,DE.N.SFH.01.Gen.ReEx.001.003
395,DE,N,SFH,001,DE.N.SFH.02.Gen.ReEx.001.001
396,DE,N,SFH,002,DE.N.SFH.02.Gen.ReEx.001.002
397,DE,N,SFH,003,DE.N.SFH.02.Gen.ReEx.001.003
398,DE,N,SFH,001,DE.N.SFH.03.Gen.ReEx.001.001
399,DE,N,SFH,002,DE.N.SFH.03.Gen.ReEx.001.002
400,DE,N,SFH,003,DE.N.SFH.03.Gen.ReEx.001.003
401,DE,N,SFH,001,DE.N.SFH.04.Gen.ReEx.001.001
402,DE,N,SFH,002,DE.N.SFH.04.Gen.ReEx.001.002
403,DE,N,SFH,003,DE.N.SFH.04.Gen.ReEx.001.003
404,DE,N,SFH,001,DE.N.SFH.05.Gen.ReEx.001.001
405,DE,N,SFH,002,DE.N.SFH.05.Gen.ReEx.001.002
406,DE,N,SFH,003,DE.N.SFH.05.Gen.ReEx.001.003
407,DE,N,SFH,001,DE.N.SFH.06.Gen.ReEx.001.001
408,DE,N,SFH,002,DE.N.SFH.06.Gen.ReEx.001.002
409,DE,N,SFH,003,DE.N.SFH.06.Gen.ReEx.001.003
410,DE,N,SFH,001,DE.N.SFH.07.Gen.ReEx.001.001
411,DE,N,SFH,002,DE.N.SFH.07.Gen.ReEx.001.002
412,DE,N,SFH,003,DE.N.SFH.07.Gen.ReEx.001.003
413,DE,N,SFH,001,DE.N.SFH.08.Gen.ReEx.001.001
414,DE,N,SFH,002,DE.N.SFH.08.Gen.ReEx.001.002
415,DE,N,SFH,003,DE.N.SFH.08.Gen.ReEx.001.003
416,DE,N,SFH,001,DE.N.SFH.09.Gen.ReEx.001.001
417,DE,N,SFH,002,DE.N.SFH.09.Gen.ReEx.001.002
418,DE,N,SFH,003,DE.N.SFH.09.Gen.ReEx.001.003
419,DE,N,SFH,001,DE.N.SFH.10.Gen.ReEx.001.001
420,DE,N,SFH,002,DE.N.SFH.10.Gen.ReEx.001.002
421,DE,N,SFH,003,DE.N.SFH.10.Gen.ReEx.001.003
422,DE,N,SFH,001,DE.N.SFH.11.Gen.ReEx.001.001
423,DE,N,SFH,002,DE.N.SFH.11.Gen.ReEx.001.002
424,DE,N,SFH,003,DE.N.SFH.11.Gen.ReEx.001.003
425,DE,N,SFH,001,DE.N.SFH.12.Gen.ReEx.001.001
426,DE,N,SFH,002,DE.N.SFH.12.Gen.ReEx.001.002
427,DE,N,SFH,003,DE.N.SFH.12.Gen.ReEx.001.003
428,DE,N,TH,001,DE.N.TH.02.Gen.ReEx.001.001
429,DE,N,TH,002,DE.N.TH.02.Gen.ReEx.001.002
430,DE,N,TH,003,DE.N.TH.02.Gen.ReEx.001.003
431,DE,N,TH,001,DE.N.TH.03.Gen.ReEx.001.001
432,DE,N,TH,002,DE.N.TH.03.Gen.ReEx.001.002
433,DE,N,TH,003,DE.N.TH.03.Gen.ReEx.001.003
434,DE,N,TH,001,DE.N.TH.04.Gen.ReEx.001.001
435,DE,N,TH,002,DE.N.TH.04.Gen.ReEx.001.002
436,DE,N,TH,003,DE.N.TH.04.Gen.ReEx.001.003
437,DE,N,TH,001,DE.N.TH.05.Gen.ReEx.001.001
438,DE,N,TH,002,DE.N.TH.05.Gen.ReEx.001.002
439,DE,N,TH,003,DE.N.TH.05.Gen.ReEx.001.003
440,DE,N,TH,001,DE.N.TH.06.Gen.ReEx.001.001
441,DE,N,TH,002,DE.N.TH.06.Gen.ReEx.001.002
442,DE,N,TH,003,DE.N.TH.06.Gen.ReEx.001.003
443,DE,N,TH,001,DE.N.TH.07.Gen.ReEx.001.001
444,DE,N,TH,002,DE.N.TH.07.Gen.ReEx.001.002
445,DE,N,TH,003,DE.N.TH.07.Gen.ReEx.001.003
446,DE,N,TH,001,DE.N.TH.08.Gen.ReEx.001.001
447,DE,N,TH,002,DE.N.TH.08.Gen.ReEx.001.002
448,DE,N,TH,003,DE.N.TH.08.Gen.ReEx.001.003
449,DE,N,TH,001,DE.N.TH.09.Gen.ReEx.001.001
450,DE,N,TH,002,DE.N.TH.09.Gen.ReEx.001.002
451,DE,N,TH,003,DE.N.TH.09.Gen.ReEx.001.003
452,DE,N,TH,001,DE.N.TH.10.Gen.ReEx.001.001
453,DE,N,TH,002,DE.N.TH.10.Gen.ReEx.001.002
454,DE,N,TH,003,DE.N.TH.10.Gen.ReEx.001.003
455,DE,N,TH,001,DE.N.TH.11.Gen.ReEx.001.001
456,DE,N,TH,002,DE.N.TH.11.Gen.ReEx.001.002
457,DE,N,TH,003,DE.N.TH.11.Gen.ReEx.001.003
458,DE,N,TH,001,DE.N.TH.12.Gen.ReEx.001.001
459,DE,N,TH,002,DE.N.TH.12.Gen.ReEx.001.002
460,DE,N,TH,003,DE.N.TH.12.Gen.ReEx.001.003
461,DK,N,AB,001,DK.N.AB.01.Gen.ReEx.001.001
462,DK,N,AB,002,DK.N.AB.01.Gen.ReEx.001.002
463,DK,N,AB,003,DK.N.AB.01.Gen.ReEx.001.003
464,DK,N,AB,001,DK.N.AB.02.Gen.ReEx.001.001
465,DK,N,AB,002,DK.N.AB.02.Gen.ReEx.001.002
466,DK,N,AB,003,DK.N.AB.02.Gen.ReEx.001.003
467,DK,N,AB,001,DK.N.AB.03.Gen.ReEx.001.001
468,DK,N,AB,002,DK.N.AB.03.Gen.ReEx.001.002
469,DK,N,AB,003,DK.N.AB.03.Gen.ReEx.001.003
470,DK,N,AB,001,DK.N.AB.04.Gen.ReEx.001.001
471,DK,N,AB,002,DK.N.AB.04.Gen.ReEx.001.002
472,DK,N,AB,003,DK.N.AB.04.Gen.ReEx.001.003
473,DK,N,AB,001,DK.N.AB.05.Gen.ReEx.001.001
474,DK,N,AB,002,DK.N.AB.05.Gen.ReEx.001.002
475,DK,N,AB,003,DK.N.AB.05.Gen.ReEx.001.003
476,DK,N,AB,001,DK.N.AB.06.Gen.ReEx.001.001
477,DK,N,AB,002,DK.N.AB.06.Gen.ReEx.001.002
478,DK,N,AB,003,DK.N.AB.06.Gen.ReEx.001.003
479,DK,N,AB,001,DK.N.AB.07.Gen.ReEx.001.001
480,DK,N,AB,002,DK.N.AB.07.Gen.ReEx.001.002
481,DK,N,AB,003,DK.N.AB.07.Gen.ReEx.001.003
482,DK,N,AB,001,DK.N.AB.08.Gen.ReEx.001.001
483,DK,N,AB,002,DK.N.AB.08.Gen.ReEx.001.002
484,DK,N,AB,003,DK.N.AB.08.Gen.ReEx.001.003
485,DK,N,AB,001,DK.N.AB.09.Gen.ReEx.001.001
486,DK,N,AB,002,DK.N.AB.09.Gen.ReEx.001.002
487,DK,N,AB,003,DK.N.AB.09.Gen.ReEx.001.003
488,DK,N,AB,001,DK.N.AB.10.Gen.ReEx.001.001
489,DK,N,AB,002,DK.N.AB.10.Gen.ReEx.001.002
490,DK,N,AB,003,DK.N.AB.10.Gen.ReEx.001.003
491,DK,N,SFH,001,DK.N.SFH.01.Gen.ReEx.001.001
492,DK,N,SFH,002,DK.N.SFH.01.Gen.ReEx.001.002
493,DK,N,SFH,003,DK.N.SFH.01.Gen.ReEx.001.003
494,DK,N,SFH,001,DK.N.SFH.02.Gen.ReEx.001.001
495,DK,N,SFH,002,DK.N.SFH.02.Gen.ReEx.001.002
496,DK,N,SFH,003,DK.N.SFH.02.Gen.ReEx.001.003
497,DK,N,SFH,001,DK.N.SFH.03.Gen.ReEx.001.001
498,DK,N,SFH,002,DK.N.SFH.03.Gen.ReEx.001.002
499,DK,N,SFH,003,DK.N.SFH.03.Gen.ReEx.001.003
500,DK,N,SFH,001,DK.N.SFH.04.Gen.ReEx.001.001
501,DK,N,SFH,002,DK.N.SFH.04.Gen.ReEx.001.002
502,DK,N,SFH,003,DK.N.SFH.04.Gen.ReEx.001.003
503,DK,N,SFH,001,DK.N.SFH.05.Gen.ReEx.001.001
504,DK,N,SFH,002,DK.N.SFH.05.Gen.ReEx.001.002
505,DK,N,SFH,003,DK.N.SFH.05.Gen.ReEx.001.003
506,DK,N,SFH,001,DK.N.SFH.06.Gen.ReEx.001.001
507,DK,N,SFH,002,DK.N.SFH.06.Gen.ReEx.001.002
508,DK,N,SFH,003,DK.N.SFH.06.Gen.ReEx.001.003
509,DK,N,SFH,001,DK.N.SFH.07.Gen.ReEx.001.001
510,DK,N,SFH,002,DK.N.SFH.07.Gen.ReEx.001.002
511,DK,N,SFH,003,DK.N.SFH.07.Gen.ReEx.001.003
512,DK,N,SFH,001,DK.N.SFH.08.Gen.ReEx.001.001
513,DK,N,SFH,002,DK.N.SFH.08.Gen.ReEx.001.002
514,DK,N,SFH,003,DK.N.SFH.08.Gen.ReEx.001.003
515,DK,N,SFH,001,DK.N.SFH.09.Gen.ReEx.001.001
516,DK,N,SFH,002,DK.N.SFH.09.Gen.ReEx.001.002
517,DK,N,SFH,003,DK.N.SFH.09.Gen.ReEx.001.003
518,DK,N,SFH,001,DK.N.SFH.10.Gen.ReEx.001.001
519,DK,N,SFH,002,DK.N.SFH.10.Gen.ReEx.001.002
520,DK,N,SFH,003,DK.N.SFH.10.Gen.ReEx.001.003
521,DK,N,TH,001,DK.N.TH.01.Gen.ReEx.001.001
522,DK,N,TH,002,DK.N.TH.01.Gen.ReEx.001.002
523,DK,N,TH,003,DK.N.TH.01.Gen.ReEx.001.003
524,DK,N,TH,001,DK.N.TH.02.Gen.ReEx.001.001
525,DK,N,TH,002,DK.N.TH.02.Gen.ReEx.001.002
526,DK,N,TH,003,DK.N.TH.02.Gen.ReEx.001.003
527,DK,N,TH,001,DK.N.TH.03.Gen.ReEx.001.001
528,DK,N,TH,002,DK.N.TH.03.Gen.ReEx.001.002
529,DK,N,TH,003,DK.N.TH.03.Gen.ReEx.001.003
530,DK,N,TH,001,DK.N.TH.04.Gen.ReEx.001.001
531,DK,N,TH,002,DK.N.TH.04.Gen.ReEx.001.002
532,DK,N,TH,003,DK.N.TH.04.Gen.ReEx.001.003
533,DK,N,TH,001,DK.N.TH.05.Gen.ReEx.001.001
534,DK,N,TH,002,DK.N.TH.05.Gen.ReEx.001.002
535,DK,N,TH,003,DK.N.TH.05.Gen.ReEx.001.003
536,DK,N,TH,001,DK.N.TH.06.Gen.ReEx.001.001
537,DK,N,TH,002,DK.N.TH.06.Gen.ReEx.001.002
538,DK,N,TH,003,DK.N.TH.06.Gen.ReEx.001.003
539,DK,N,TH,001,DK.N.TH.07.Gen.ReEx.001.001
540,DK,N,TH,002,DK.N.TH.07.Gen.ReEx.001.002
541,DK,N,TH,003,DK.N.TH.07.Gen.ReEx.001.003
542,DK,N,TH,001,DK.N.TH.08.Gen.ReEx.001.001
543,DK,N,TH,002,DK.N.TH.08.Gen.ReEx.001.002
544,DK,N,TH,003,DK.N.TH.08.Gen.ReEx.001.003
545,DK,N,TH,001,DK.N.TH.09.Gen.ReEx.001.001
546,DK,N,TH,002,DK.N.TH.09.Gen.ReEx.001.002
547,DK,N,TH,003,DK.N.TH.09.Gen.ReEx.001.003
548,DK,N,TH,001,DK.N.TH.10.Gen.ReEx.001.001
549,DK,N,TH,002,DK.N.TH.10.Gen.ReEx.001.002
550,DK,N,TH,003,DK.N.TH.10.Gen.ReEx.001.003
551,ES,ME,AB,001,ES.ME.AB.01.Gen.ReEx.001.001
552,ES,ME,AB,002,ES.ME.AB.01.Gen.ReEx.001.002
553,ES,ME,AB,003,ES.ME.AB.01.Gen.ReEx.001.003
554,ES,ME,AB,001,ES.ME.AB.02.Gen.ReEx.001.001
555,ES,ME,AB,002,ES.ME.AB.02.Gen.ReEx.001.002
556,ES,ME,AB,003,ES.ME.AB.02.Gen.ReEx.001.003
557,ES,ME,AB,001,ES.ME.AB.03.Gen.ReEx.001.001
558,ES,ME,AB,002,ES.ME.AB.03.Gen.ReEx.001.002
559,ES,ME,AB,003,ES.ME.AB.03.Gen.ReEx.001.003
560,ES,ME,AB,001,ES.ME.AB.04.Gen.ReEx.001.001
561,ES,ME,AB,002,ES.ME.AB.04.Gen.ReEx.001.002
562,ES,ME,AB,003,ES.ME.AB.04.Gen.ReEx.001.003
563,ES,ME,AB,001,ES.ME.AB.05.Gen.ReEx.001.001
564,ES,ME,AB,002,ES.ME.AB.05.Gen.ReEx.001.002
565,ES,ME,AB,003,ES.ME.AB.05.Gen.ReEx.001.003
566,ES,ME,AB,001,ES.ME.AB.06.Gen.ReEx.001.001
567,ES,ME,AB,002,ES.ME.AB.06.Gen.ReEx.001.002
568,ES,ME,AB,003,ES.ME.AB.06.Gen.ReEx.001.003
569,ES,ME,MFH,001,ES.ME.MFH.01.Gen.ReEx.001.001
570,ES,ME,MFH,002,ES.ME.MFH.01.Gen.ReEx.001.002
571,ES,ME,MFH,003,ES.ME.MFH.01.Gen.ReEx.001.003
572,ES,ME,MFH,001,ES.ME.MFH.02.Gen.ReEx.001.001
573,ES,ME,MFH,002,ES.ME.MFH.02.Gen.ReEx.001.002
574,ES,ME,MFH,003,ES.ME.MFH.02.Gen.ReEx.001.003
575,ES,ME,MFH,001,ES.ME.MFH.03.Gen.ReEx.001.001
576,ES,ME,MFH,002,ES.ME.MFH.03.Gen.ReEx.001.002
577,ES,ME,MFH,003,ES.ME.MFH.03.Gen.ReEx.001.003
578,ES,ME,MFH,001,ES.ME.MFH.04.Gen.ReEx.001.001
579,ES,ME,MFH,002,ES.ME.MFH.04.Gen.ReEx.001.002
580,ES,ME,MFH,003,ES.ME.MFH.04.Gen.ReEx.001.003
581,ES,ME,MFH,001,ES.ME.MFH.05.Gen.ReEx.001.001
582,ES,ME,MFH,002,ES.ME.MFH.05.Gen.ReEx.001.002
583,ES,ME,MFH,003,ES.ME.MFH.05.Gen.ReEx.001.003
584,ES,ME,MFH,001,ES.ME.MFH.06.Gen.ReEx.001.001
585,ES,ME,MFH,002,ES.ME.MFH.06.Gen.ReEx.001.002
586,ES,ME,MFH,003,ES.ME.MFH.06.Gen.ReEx.001.003
587,ES,ME,SFH,001,ES.ME.SFH.01.Gen.ReEx.001.001
588,ES,ME,SFH,002,ES.ME.SFH.01.Gen.ReEx.001.002
589,ES,ME,SFH,003,ES.ME.SFH.01.Gen.ReEx.001.003
590,ES,ME,SFH,001,ES.ME.SFH.02.Gen.ReEx.001.001
591,ES,ME,SFH,002,ES.ME.SFH.02.Gen.ReEx.001.002
592,ES,ME,SFH,003,ES.ME.SFH.02.Gen.ReEx.001.003
593,ES,ME,SFH,001,ES.ME.SFH.03.Gen.ReEx.001.001
594,ES,ME,SFH,002,ES.ME.SFH.03.Gen.ReEx.001.002
595,ES,ME,SFH,003,ES.ME.SFH.03.Gen.ReEx.001.003
596,ES,ME,SFH,001,ES.ME.SFH.04.Gen.ReEx.001.001
597,ES,ME,SFH,002,ES.ME.SFH.04.Gen.ReEx.001.002
598,ES,ME,SFH,003,ES.ME.SFH.04.Gen.ReEx.001.003
599,ES,ME,SFH,001,ES.ME.SFH.05.Gen.ReEx.001.001
600,ES,ME,SFH,002,ES.ME.SFH.05.Gen.ReEx.001.002
601,ES,ME,SFH,003,ES.ME.SFH.05.Gen.ReEx.001.003
602,ES,ME,SFH,001,ES.ME.SFH.06.Gen.ReEx.001.001
603,ES,ME,SFH,002,ES.ME.SFH.06.Gen.ReEx.001.002
604,ES,ME,SFH,003,ES.ME.SFH.06.Gen.ReEx.001.003
605,ES,ME,TH,001,ES.ME.TH.01.Gen.ReEx.001.001
606,ES,ME,TH,002,ES.ME.TH.01.Gen.ReEx.001.002
607,ES,ME,TH,003,ES.ME.TH.01.Gen.ReEx.001.003
608,ES,ME,TH,001,ES.ME.TH.02.Gen.ReEx.001.001
609,ES,ME,TH,002,ES.ME.TH.02.Gen.ReEx.001.002
610,ES,ME,TH,003,ES.ME.TH.02.Gen.ReEx.001.003
611,ES,ME,TH,001,ES.ME.TH.03.Gen.ReEx.001.001
612,ES,ME,TH,002,ES.ME.TH.03.Gen.ReEx.001.002
613,ES,ME,TH,003,ES.ME.TH.03.Gen.ReEx.001.003
614,ES,ME,TH,001,ES.ME.TH.04.Gen.ReEx.001.001
615,ES,ME,TH,002,ES.ME.TH.04.Gen.ReEx.001.002
616,ES,ME,TH,003,ES.ME.TH.04.Gen.ReEx.001.003
617,ES,ME,TH,001,ES.ME.TH.05.Gen.ReEx.001.001
618,ES,ME,TH,002,ES.ME.TH.05.Gen.ReEx.001.002
619,ES,ME,TH,003,ES.ME.TH.05.Gen.ReEx.001.003
620,ES,ME,TH,001,ES.ME.TH.06.Gen.ReEx.001.001
621,ES,ME,TH,002,ES.ME.TH.06.Gen.ReEx.001.002
622,ES,ME,TH,003,ES.ME.TH.06.Gen.ReEx.001.003
623,FR,N,AB,001,FR.N.AB.01.Gen.ReEx.001.001
624,FR,N,AB,002,FR.N.AB.01.Gen.ReEx.001.002
625,FR,N,AB,003,FR.N.AB.01.Gen.ReEx.001.003
626,FR,N,AB,001,FR.N.AB.02.Gen.ReEx.001.001
627,FR,N,AB,002,FR.N.AB.02.Gen.ReEx.001.002
628,FR,N,AB,003,FR.N.AB.02.Gen.ReEx.001.003
629,FR,N,AB,001,FR.N.AB.03.Gen.ReEx.001.001
630,FR,N,AB,002,FR.N.AB.03.Gen.ReEx.001.002
631,FR,N,AB,003,FR.N.AB.03.Gen.ReEx.001.003
632,FR,N,AB,001,FR.N.AB.04.Gen.ReEx.001.001
633,FR,N,AB,002,FR.N.AB.04.Gen.ReEx.001.002
634,FR,N,AB,003,FR.N.AB.04.Gen.ReEx.001.003
635,FR,N,AB,001,FR.N.AB.05.Gen.ReEx.001.001
636,FR,N,AB,002,FR.N.AB.05.Gen.ReEx.001.002
637,FR,N,AB,003,FR.N.AB.05.Gen.ReEx.001.003
638,FR,N,AB,001,FR.N.AB.06.Gen.ReEx.001.001
639,FR,N,AB,002,FR.N.AB.06.Gen.ReEx.001.002
640,FR,N,AB,003,FR.N.AB.06.Gen.ReEx.001.003
641,FR,N,AB,001,FR.N.AB.07.Gen.ReEx.001.001
642,FR,N,AB,002,FR.N.AB.07.Gen.ReEx.001.002
643,FR,N,AB,003,FR.N.AB.07.Gen.ReEx.001.003
644,FR,N,AB,001,FR.N.AB.08.Gen.ReEx.001.001
645,FR,N,AB,002,FR.N.AB.08.Gen.ReEx.001.002
646,FR,N,AB,003,FR.N.AB.08.Gen.ReEx.001.003
647,FR,N,AB,001,FR.N.AB.09.Gen.ReEx.001.001
648,FR,N,AB,002,FR.N.AB.09.Gen.ReEx.001.002
649,FR,N,AB,003,FR.N.AB.09.Gen.ReEx.001.003
650,FR,N,AB,001,FR.N.AB.10.Gen.ReEx.001.001
651,FR,N,AB,002,FR.N.AB.10.Gen.ReEx.001.002
652,FR,N,AB,003,FR.N.AB.10.Gen.ReEx.001.003
653,FR,N,MFH,001,FR.N.MFH.01.Gen.ReEx.001.001
654,FR,N,MFH,002,FR.N.MFH.01.Gen.ReEx.001.002
655,FR,N,MFH,003,FR.N.MFH.01.Gen.ReEx.001.003
656,FR,N,MFH,001,FR.N.MFH.02.Gen.ReEx.001.001
657,FR,N,MFH,002,FR.N.MFH.02.Gen.ReEx.001.002
658,FR,N,MFH,003,FR.N.MFH.02.Gen.ReEx.001.003
659,FR,N,MFH,001,FR.N.MFH.03.Gen.ReEx.001.001
660,FR,N,MFH,002,FR.N.MFH.03.Gen.ReEx.001.002
661,FR,N,MFH,003,FR.N.MFH.03.Gen.ReEx.001.003
662,FR,N,MFH,001,FR.N.MFH.04.Gen.ReEx.001.001
663,FR,N,MFH,002,FR.N.MFH.04.Gen.ReEx.001.002
664,FR,N,MFH,003,FR.N.MFH.04.Gen.ReEx.001.003
665,FR,N,MFH,001,FR.N.MFH.05.Gen.ReEx.001.001
666,FR,N,MFH,002,FR.N.MFH.05.Gen.ReEx.001.002
667,FR,N,MFH,003,FR.N.MFH.05.Gen.ReEx.001.003
668,FR,N,MFH,001,FR.N.MFH.06.Gen.ReEx.001.001
669,FR,N,MFH,002,FR.N.MFH.06.Gen.ReEx.001.002
670,FR,N,MFH,003,FR.N.MFH.06.Gen.ReEx.001.003
671,FR,N,MFH,001,FR.N.MFH.07.Gen.ReEx.001.001
672,FR,N,MFH,002,FR.N.MFH.07.Gen.ReEx.001.002
673,FR,N,MFH,003,FR.N.MFH.07.Gen.ReEx.001.003
674,FR,N,MFH,001,FR.N.MFH.08.Gen.ReEx.001.001
675,FR,N,MFH,002,FR.N.MFH.08.Gen.ReEx.001.002
676,FR,N,MFH,003,FR.N.MFH.08.Gen.ReEx.001.003
677,FR,N,MFH,001,FR.N.MFH.09.Gen.ReEx.001.001
678,FR,N,MFH,002,FR.N.MFH.09.Gen.ReEx.001.002
679,FR,N,MFH,003,FR.N.MFH.09.Gen.ReEx.001.003
680,FR,N,MFH,001,FR.N.MFH.10.Gen.ReEx.001.001
681,FR,N,MFH,002,FR.N.MFH.10.Gen.ReEx.001.002
682,FR,N,MFH,003,FR.N.MFH.10.Gen.ReEx.001.003
683,FR,N,SFH,001,FR.N.SFH.01.Gen.ReEx.001.001
684,FR,N,SFH,002,FR.N.SFH.01.Gen.ReEx.001.002
685,FR,N,SFH,003,FR.N.SFH.01.Gen.ReEx.001.003
686,FR,N,SFH,001,FR.N.SFH.02.Gen.ReEx.001.001
687,FR,N,SFH,002,FR.N.SFH.02.Gen.ReEx.001.002
688,FR,N,SFH,003,FR.N.SFH.02.Gen.ReEx.001.003
689,FR,N,SFH,001,FR.N.SFH.03.Gen.ReEx.001.001
690,FR,N,SFH,002,FR.N.SFH.03.Gen.ReEx.001.002
691,FR,N,SFH,003,FR.N.SFH.03.Gen.ReEx.001.003
692,FR,N,SFH,001,FR.N.SFH.04.Gen.ReEx.001.001
693,FR,N,SFH,002,FR.N.SFH.04.Gen.ReEx.001.002
694,FR,N,SFH,003,FR.N.SFH.04.Gen.ReEx.001.003
695,FR,N,SFH,001,FR.N.SFH.05.Gen.ReEx.001.001
696,FR,N,SFH,002,FR.N.SFH.05.Gen.ReEx.001.002
697,FR,N,SFH,003,FR.N.SFH.05.Gen.ReEx.001.003
698,FR,N,SFH,001,FR.N.SFH.06.Gen.ReEx.001.001
699,FR,N,SFH,002,FR.N.SFH.06.Gen.ReEx.001.002
700,FR,N,SFH,003,FR.N.SFH.06.Gen.ReEx.001.003
701,FR,N,SFH,001,FR.N.SFH.07.Gen.ReEx.001.001
702,FR,N,SFH,002,FR.N.SFH.07.Gen.ReEx.001.002
703,FR,N,SFH,003,FR.N.SFH.07.Gen.ReEx.001.003
704,FR,N,SFH,001,FR.N.SFH.08.Gen.ReEx.001.001
705,FR,N,SFH,002,FR.N.SFH.08.Gen.ReEx.001.002
706,FR,N,SFH,003,FR.N.SFH.08.Gen.ReEx.001.003
707,FR,N,SFH,001,FR.N.SFH.09.Gen.ReEx.001.001
708,FR,N,SFH,002,FR.N.SFH.09.Gen.ReEx.001.002
709,FR,N,SFH,003,FR.N.SFH.09.Gen.ReEx.001.003
710,FR,N,SFH,001,FR.N.SFH.10.Gen.ReEx.001.001
711,FR,N,SFH,002,FR.N.SFH.10.Gen.ReEx.001.002
712,FR,N,SFH,003,FR.N.SFH.10.Gen.ReEx.001.003
713,FR,N,TH,001,FR.N.TH.01.Gen.ReEx.001.001
714,FR,N,TH,002,FR.N.TH.01.Gen.ReEx.001.002
715,FR,N,TH,003,FR.N.TH.01.Gen.ReEx.001.003
716,FR,N,TH,001,FR.N.TH.02.Gen.ReEx.001.001
717,FR,N,TH,002,FR.N.TH.02.Gen.ReEx.001.002
718,FR,N,TH,003,FR.N.TH.02.Gen.ReEx.001.003
719,FR,N,TH,001,FR.N.TH.03.Gen.ReEx.001.001
720,FR,N,TH,002,FR.N.TH.03.Gen.ReEx.001.002
721,FR,N,TH,003,FR.N.TH.03.Gen.ReEx.001.003
722,FR,N,TH,001,FR.N.TH.04.Gen.ReEx.001.001
723,FR,N,TH,002,FR.N.TH.04.Gen.ReEx.001.002
724,FR,N,TH,003,FR.N.TH.04.Gen.ReEx.001.003
725,FR,N,TH,001,FR.N.TH.05.Gen.ReEx.001.001
726,FR,N,TH,002,FR.N.TH.05.Gen.ReEx.001.002
727,FR,N,TH,003,FR.N.TH.05.Gen.ReEx.001.003
728,FR,N,TH,001,FR.N.TH.06.Gen.ReEx.001.001
729,FR,N,TH,002,FR.N.TH.06.Gen.ReEx.001.002
730,FR,N,TH,003,FR.N.TH.06.Gen.ReEx.001.003
731,FR,N,TH,001,FR.N.TH.07.Gen.ReEx.001.001
732,FR,N,TH,002,FR.N.TH.07.Gen.ReEx.001.002
733,FR,N,TH,003,FR.N.TH.07.Gen.ReEx.001.003
734,FR,N,TH,001,FR.N.TH.08.Gen.ReEx.001.001
735,FR,N,TH,002,FR.N.TH.08.Gen.ReEx.001.002
736,FR,N,TH,003,FR.N.TH.08.Gen.ReEx.001.003
737,FR,N,TH,001,FR.N.TH.09.Gen.ReEx.001.001
738,FR,N,TH,002,FR.N.TH.09.Gen.ReEx.001.002
739,FR,N,TH,003,FR.N.TH.09.Gen.ReEx.001.003
740,FR,N,TH,001,FR.N.TH.10.Gen.ReEx.001.001
741,FR,N,TH,002,FR.N.TH.10.Gen.ReEx.001.002
742,FR,N,TH,003,FR.N.TH.10.Gen.ReEx.001.003
743,GB,ENG,AB,001,GB.ENG.AB.03.Gen.ReEx.001.001
744,GB,ENG,AB,002,GB.ENG.AB.03.Gen.ReEx.001.002
745,GB,ENG,AB,003,GB.ENG.AB.03.Gen.ReEx.001.003
746,GB,ENG,AB,001,GB.ENG.AB.04.Gen.ReEx.001.001
747,GB,ENG,AB,002,GB.ENG.AB.04.Gen.ReEx.001.002
748,GB,ENG,AB,003,GB.ENG.AB.04.Gen.ReEx.001.003
749,GB,ENG,AB,001,GB.ENG.AB.07.Gen.ReEx.001.001
750,GB,ENG,AB,002,GB.ENG.AB.07.Gen.ReEx.001.002
751,GB,ENG,AB,003,GB.ENG.AB.07.Gen.ReEx.001.003
752,GB,ENG,MFH,001,GB.ENG.MFH.01.Gen.ReEx.001.001
753,GB,ENG,MFH,002,GB.ENG.MFH.01.Gen.ReEx.001.002
754,GB,ENG,MFH,003,GB.ENG.MFH.01.Gen.ReEx.001.003
755,GB,ENG,MFH,001,GB.ENG.MFH.02.Gen.ReEx.001.001
756,GB,ENG,MFH,002,GB.ENG.MFH.02.Gen.ReEx.001.002
757,GB,ENG,MFH,003,GB.ENG.MFH.02.Gen.ReEx.001.003
758,GB,ENG,MFH,001,GB.ENG.MFH.03.Gen.ReEx.001.001
759,GB,ENG,MFH,002,GB.ENG.MFH.03.Gen.ReEx.001.002
